Final form without custom sprite;;pre-evos that have custom sprites;;;
383.51; evolves from : ;294.50;;;
9.53; evolves from : ;8.52;7.52;;
12.53; evolves from : ;11.52;10.52;;
24.53; evolves from : ;23.52;;;
45.53; evolves from : ;44.52;43.52;;
68.53; evolves from : ;66.52;;;
73.53; evolves from : ;73.52;;;
80.53; evolves from : ;79.52;;;
89.53; evolves from : ;88.52;;;
110.53; evolves from : ;109.52;;;
124.53; evolves from : ;124.52;;;
134.53; evolves from : ;133.52;;;
157.53; evolves from : ;155.52;;;
171.53; evolves from : ;170.52;;;
185.53; evolves from : ;257.52;;;
186.53; evolves from : ;186.52;61.52;60.52;
189.53; evolves from : ;187.52;;;
196.53; evolves from : ;133.52;;;
199.53; evolves from : ;79.52;;;
202.53; evolves from : ;202.52;;;
205.53; evolves from : ;204.52;;;
210.53; evolves from : ;210.52;209.52;;
212.53; evolves from : ;123.52;;;
254.53; evolves from : ;190.52;;;
263.53; evolves from : ;81.52;;;
268.53; evolves from : ;126.52;;;
272.53; evolves from : ;133.52;;;
275.53; evolves from : ;233.52;;;
278.53; evolves from : ;276.52;;;
288.53; evolves from : ;286.52;285.52;;
313.53; evolves from : ;311.52;;;
321.53; evolves from : ;319.52;;;
339.53; evolves from : ;133.52;;;
344.53; evolves from : ;344.52;;;
355.53; evolves from : ;404.52;;;
357.53; evolves from : ;357.52;;;
358.53; evolves from : ;358.52;;;
364.53; evolves from : ;413.52;;;
6.55; evolves from : ;4.54;;;
20.55; evolves from : ;19.54;;;
26.55; evolves from : ;25.54;;;
31.55; evolves from : ;29.54;;;
38.55; evolves from : ;37.54;;;
45.55; evolves from : ;44.54;43.54;;
47.55; evolves from : ;47.54;;;
55.55; evolves from : ;55.54;;;
62.55; evolves from : ;61.54;60.54;;
80.55; evolves from : ;79.54;;;
87.55; evolves from : ;86.54;;;
89.55; evolves from : ;89.54;88.54;;
91.55; evolves from : ;90.54;;;
99.55; evolves from : ;98.54;;;
119.55; evolves from : ;118.54;;;
121.55; evolves from : ;120.54;;;
130.55; evolves from : ;130.54;129.54;;
149.55; evolves from : ;147.54;;;
151.55; evolves from : ;151.54;;;
169.55; evolves from : ;42.54;41.54;;
171.55; evolves from : ;170.54;;;
182.55; evolves from : ;44.54;43.54;;
184.55; evolves from : ;183.54;;;
186.55; evolves from : ;186.54;61.54;60.54;
189.55; evolves from : ;188.54;;;
195.55; evolves from : ;195.54;194.54;;
199.55; evolves from : ;79.54;;;
206.55; evolves from : ;206.54;;;
211.55; evolves from : ;211.54;;;
212.55; evolves from : ;123.54;;;
226.55; evolves from : ;226.54;;;
229.55; evolves from : ;229.54;228.54;;
230.55; evolves from : ;116.54;;;
255.55; evolves from : ;200.54;;;
266.55; evolves from : ;114.54;;;
270.55; evolves from : ;193.54;;;
275.55; evolves from : ;137.54;;;
281.55; evolves from : ;279.54;;;
288.55; evolves from : ;286.54;285.54;;
313.55; evolves from : ;311.54;;;
335.55; evolves from : ;394.54;;;
351.55; evolves from : ;351.54;;;
370.55; evolves from : ;370.54;;;
420.55; evolves from : ;420.54;;;
24.57; evolves from : ;23.56;;;
31.57; evolves from : ;30.56;29.56;;
49.57; evolves from : ;48.56;;;
76.57; evolves from : ;74.56;;;
122.57; evolves from : ;258.56;;;
130.57; evolves from : ;130.56;129.56;;
132.57; evolves from : ;132.56;;;
139.57; evolves from : ;138.56;;;
143.57; evolves from : ;260.56;;;
171.57; evolves from : ;170.56;;;
186.57; evolves from : ;60.56;;;
192.57; evolves from : ;191.56;;;
208.57; evolves from : ;95.56;;;
224.57; evolves from : ;223.56;;;
232.57; evolves from : ;232.56;;;
248.57; evolves from : ;246.56;;;
302.57; evolves from : ;301.56;;;
313.57; evolves from : ;311.56;;;
321.57; evolves from : ;320.56;;;
334.57; evolves from : ;392.56;;;
358.57; evolves from : ;358.56;;;
20.59; evolves from : ;19.58;;;
28.59; evolves from : ;27.58;;;
40.59; evolves from : ;39.58;;;
49.59; evolves from : ;48.58;;;
59.59; evolves from : ;59.58;;;
62.59; evolves from : ;61.58;;;
71.59; evolves from : ;69.58;;;
80.59; evolves from : ;79.58;;;
110.59; evolves from : ;109.58;;;
128.59; evolves from : ;128.58;;;
164.59; evolves from : ;163.58;;;
168.59; evolves from : ;168.58;;;
171.59; evolves from : ;170.58;;;
182.59; evolves from : ;44.58;43.58;;
184.59; evolves from : ;183.58;;;
185.59; evolves from : ;257.58;;;
210.59; evolves from : ;209.58;;;
235.59; evolves from : ;235.58;;;
255.59; evolves from : ;200.58;;;
264.59; evolves from : ;108.58;;;
266.59; evolves from : ;266.58;;;
313.59; evolves from : ;311.58;;;
333.59; evolves from : ;333.58;;;
354.59; evolves from : ;354.58;;;
363.59; evolves from : ;412.58;;;
9.62; evolves from : ;9.61;7.60;;
18.62; evolves from : ;17.60;16.60;;
20.62; evolves from : ;19.60;;;
22.62; evolves from : ;21.60;;;
24.62; evolves from : ;23.60;;;
34.62; evolves from : ;33.60;32.60;;
45.62; evolves from : ;45.61;44.60;43.60;
49.62; evolves from : ;48.60;;;
53.62; evolves from : ;52.60;;;
55.62; evolves from : ;54.60;;;
71.62; evolves from : ;70.60;;;
80.62; evolves from : ;79.60;;;
83.62; evolves from : ;83.60;;;
89.62; evolves from : ;89.61;89.60;88.60;
119.62; evolves from : ;118.60;;;
130.62; evolves from : ;130.61;130.60;129.60;
162.62; evolves from : ;161.60;;;
171.62; evolves from : ;170.60;;;
196.62; evolves from : ;133.60;;;
197.62; evolves from : ;133.60;;;
199.62; evolves from : ;79.60;;;
202.62; evolves from : ;202.61;202.60;253.60;
224.62; evolves from : ;223.60;;;
229.62; evolves from : ;228.60;;;
242.62; evolves from : ;259.60;;;
256.62; evolves from : ;198.60;;;
262.62; evolves from : ;215.60;;;
263.62; evolves from : ;81.60;;;
264.62; evolves from : ;108.60;;;
272.62; evolves from : ;133.60;;;
289.62; evolves from : ;289.61;;;
299.62; evolves from : ;297.60;;;
329.62; evolves from : ;327.60;;;
333.62; evolves from : ;390.60;;;
339.62; evolves from : ;133.60;;;
359.62; evolves from : ;406.60;;;
363.62; evolves from : ;363.61;412.60;;
370.62; evolves from : ;370.60;;;
372.62; evolves from : ;417.60;;;
374.62; evolves from : ;419.60;;;
420.62; evolves from : ;420.60;;;
18.65; evolves from : ;16.63;;;
49.65; evolves from : ;49.64;;;
57.65; evolves from : ;56.63;;;
76.65; evolves from : ;74.63;;;
78.65; evolves from : ;77.63;;;
85.65; evolves from : ;84.63;;;
122.65; evolves from : ;122.64;;;
124.65; evolves from : ;238.63;;;
135.65; evolves from : ;135.63;;;
150.65; evolves from : ;150.63;;;
160.65; evolves from : ;160.64;;;
171.65; evolves from : ;170.63;;;
182.65; evolves from : ;43.63;;;
197.65; evolves from : ;197.63;;;
206.65; evolves from : ;206.63;;;
212.65; evolves from : ;123.63;;;
217.65; evolves from : ;216.63;;;
267.65; evolves from : ;239.63;;;
284.65; evolves from : ;282.63;;;
289.65; evolves from : ;289.64;;;
310.65; evolves from : ;310.63;;;
313.65; evolves from : ;311.63;;;
354.65; evolves from : ;354.64;403.63;;
360.65; evolves from : ;360.63;;;
381.65; evolves from : ;381.63;;;
28.68; evolves from : ;27.66;;;
45.68; evolves from : ;45.67;44.66;43.66;
55.68; evolves from : ;55.67;;;
62.68; evolves from : ;61.66;;;
85.68; evolves from : ;84.66;;;
135.68; evolves from : ;133.66;;;
164.68; evolves from : ;164.66;;;
171.68; evolves from : ;170.66;;;
182.68; evolves from : ;182.67;44.66;43.66;
192.68; evolves from : ;192.67;191.66;;
196.68; evolves from : ;196.66;133.66;;
199.68; evolves from : ;79.66;;;
206.68; evolves from : ;206.67;;;
212.68; evolves from : ;212.67;;;
234.68; evolves from : ;234.66;;;
248.68; evolves from : ;248.67;;;
250.68; evolves from : ;250.67;;;
251.68; evolves from : ;251.67;;;
255.68; evolves from : ;255.67;;;
271.68; evolves from : ;133.66;;;
288.68; evolves from : ;285.66;;;
289.68; evolves from : ;289.66;;;
326.68; evolves from : ;326.67;325.66;;
333.68; evolves from : ;390.66;;;
334.68; evolves from : ;392.66;;;
372.68; evolves from : ;418.66;;;
381.68; evolves from : ;381.66;;;
20.71; evolves from : ;20.69;;;
38.71; evolves from : ;37.69;;;
40.71; evolves from : ;39.69;;;
49.71; evolves from : ;49.70;48.69;;
51.71; evolves from : ;50.69;;;
57.71; evolves from : ;56.69;;;
59.71; evolves from : ;58.69;;;
83.71; evolves from : ;83.70;83.69;;
89.71; evolves from : ;89.70;;;
101.71; evolves from : ;100.69;;;
121.71; evolves from : ;120.69;;;
144.71; evolves from : ;144.69;;;
168.71; evolves from : ;168.70;168.69;167.69;
169.71; evolves from : ;169.69;41.69;;
171.71; evolves from : ;170.69;;;
182.71; evolves from : ;44.69;43.69;;
192.71; evolves from : ;192.69;;;
201.71; evolves from : ;201.70;201.69;;
217.71; evolves from : ;216.69;;;
230.71; evolves from : ;116.69;;;
235.71; evolves from : ;235.69;;;
254.71; evolves from : ;190.69;;;
264.71; evolves from : ;264.70;108.69;;
266.71; evolves from : ;114.69;;;
287.71; evolves from : ;285.69;;;
288.71; evolves from : ;285.69;;;
290.71; evolves from : ;290.70;;;
309.71; evolves from : ;309.69;;;
313.71; evolves from : ;311.69;;;
352.71; evolves from : ;401.69;;;
381.71; evolves from : ;381.69;;;
383.71; evolves from : ;294.69;;;
420.71; evolves from : ;420.69;;;
20.73; evolves from : ;19.72;;;
26.73; evolves from : ;26.72;25.72;;
45.73; evolves from : ;43.72;;;
49.73; evolves from : ;48.72;;;
62.73; evolves from : ;60.72;;;
68.73; evolves from : ;66.72;;;
87.73; evolves from : ;86.72;;;
89.73; evolves from : ;89.72;88.72;;
99.73; evolves from : ;98.72;;;
101.73; evolves from : ;100.72;;;
107.73; evolves from : ;107.72;;;
166.73; evolves from : ;165.72;;;
182.73; evolves from : ;43.72;;;
186.73; evolves from : ;60.72;;;
201.73; evolves from : ;201.72;;;
205.73; evolves from : ;204.72;;;
211.73; evolves from : ;211.72;;;
214.73; evolves from : ;214.72;;;
230.73; evolves from : ;117.72;116.72;;
242.73; evolves from : ;259.72;;;
263.73; evolves from : ;81.72;;;
266.73; evolves from : ;114.72;;;
302.73; evolves from : ;301.72;;;
313.73; evolves from : ;311.72;;;
359.73; evolves from : ;406.72;;;
22.76; evolves from : ;22.74;;;
26.76; evolves from : ;25.74;;;
31.76; evolves from : ;30.74;29.74;;
40.76; evolves from : ;174.74;;;
45.76; evolves from : ;43.74;;;
51.76; evolves from : ;50.74;;;
62.76; evolves from : ;60.74;;;
85.76; evolves from : ;84.74;;;
91.76; evolves from : ;90.74;;;
103.76; evolves from : ;102.74;;;
105.76; evolves from : ;104.74;;;
106.76; evolves from : ;236.74;;;
107.76; evolves from : ;107.75;236.74;;
110.76; evolves from : ;110.75;109.74;;
122.76; evolves from : ;258.74;;;
127.76; evolves from : ;127.75;;;
139.76; evolves from : ;139.74;138.74;;
164.76; evolves from : ;163.74;;;
166.76; evolves from : ;166.75;;;
171.76; evolves from : ;170.74;;;
186.76; evolves from : ;60.74;;;
208.76; evolves from : ;95.74;;;
227.76; evolves from : ;227.75;;;
230.76; evolves from : ;230.75;;;
263.76; evolves from : ;81.74;;;
287.76; evolves from : ;285.74;;;
288.76; evolves from : ;285.74;;;
289.76; evolves from : ;382.74;;;
313.76; evolves from : ;311.74;;;
346.76; evolves from : ;346.75;;;
356.76; evolves from : ;382.74;;;
359.76; evolves from : ;406.74;;;
361.76; evolves from : ;409.74;;;
364.76; evolves from : ;413.74;;;
383.76; evolves from : ;294.74;;;
3.78; evolves from : ;1.77;;;
9.78; evolves from : ;8.77;;;
22.78; evolves from : ;22.77;21.77;;
31.78; evolves from : ;30.77;29.77;;
34.78; evolves from : ;33.77;32.77;;
38.78; evolves from : ;37.77;;;
40.78; evolves from : ;39.77;;;
45.78; evolves from : ;45.77;;;
85.78; evolves from : ;85.77;84.77;;
97.78; evolves from : ;96.77;;;
134.78; evolves from : ;133.77;;;
136.78; evolves from : ;133.77;;;
157.78; evolves from : ;155.77;;;
171.78; evolves from : ;170.77;;;
256.78; evolves from : ;198.77;;;
271.78; evolves from : ;133.77;;;
274.78; evolves from : ;220.77;;;
281.78; evolves from : ;281.77;280.77;;
289.78; evolves from : ;382.77;;;
313.78; evolves from : ;311.77;;;
339.78; evolves from : ;339.77;133.77;;
355.78; evolves from : ;355.77;;;
356.78; evolves from : ;382.77;;;
362.78; evolves from : ;411.77;;;
377.78; evolves from : ;375.77;;;
18.80; evolves from : ;17.79;16.79;;
20.80; evolves from : ;19.79;;;
26.80; evolves from : ;26.79;25.79;;
45.80; evolves from : ;44.79;43.79;;
51.80; evolves from : ;50.79;;;
55.80; evolves from : ;54.79;;;
62.80; evolves from : ;61.79;60.79;;
91.80; evolves from : ;90.79;;;
97.80; evolves from : ;96.79;;;
103.80; evolves from : ;102.79;;;
107.80; evolves from : ;107.79;;;
171.80; evolves from : ;170.79;;;
181.80; evolves from : ;181.79;;;
182.80; evolves from : ;44.79;43.79;;
184.80; evolves from : ;183.79;;;
186.80; evolves from : ;61.79;60.79;;
195.80; evolves from : ;195.79;194.79;;
196.80; evolves from : ;196.79;;;
197.80; evolves from : ;197.79;;;
211.80; evolves from : ;211.79;;;
224.80; evolves from : ;223.79;;;
268.80; evolves from : ;126.79;240.79;;
306.80; evolves from : ;305.79;;;
309.80; evolves from : ;385.79;;;
310.80; evolves from : ;310.79;;;
313.80; evolves from : ;311.79;;;
335.80; evolves from : ;335.79;;;
362.80; evolves from : ;362.79;411.79;;
367.80; evolves from : ;365.79;;;
383.80; evolves from : ;294.79;;;
420.80; evolves from : ;420.79;;;
6.83; evolves from : ;4.83;;;
26.83; evolves from : ;25.83;;;
45.83; evolves from : ;44.83;43.83;;
49.83; evolves from : ;48.83;;;
53.83; evolves from : ;52.83;;;
55.83; evolves from : ;54.83;;;
68.83; evolves from : ;67.83;;;
71.83; evolves from : ;70.83;69.83;;
80.83; evolves from : ;79.83;;;
122.83; evolves from : ;258.83;;;
135.83; evolves from : ;133.83;;;
136.83; evolves from : ;133.83;;;
171.83; evolves from : ;170.83;;;
182.83; evolves from : ;44.83;43.83;;
196.83; evolves from : ;133.83;;;
197.83; evolves from : ;133.83;;;
254.83; evolves from : ;190.83;;;
266.83; evolves from : ;114.83;;;
271.83; evolves from : ;133.83;;;
272.83; evolves from : ;133.83;;;
287.83; evolves from : ;285.83;;;
288.83; evolves from : ;285.83;;;
309.83; evolves from : ;386.83;;;
313.83; evolves from : ;311.83;;;
339.83; evolves from : ;133.83;;;
367.83; evolves from : ;366.83;;;
3.85; evolves from : ;1.84;;;
9.85; evolves from : ;7.84;;;
20.85; evolves from : ;20.84;19.84;;
28.85; evolves from : ;28.84;;;
49.85; evolves from : ;48.84;;;
65.85; evolves from : ;63.84;;;
76.85; evolves from : ;74.84;;;
80.85; evolves from : ;80.84;79.84;;
101.85; evolves from : ;101.84;100.84;;
105.85; evolves from : ;104.84;;;
110.85; evolves from : ;109.84;;;
122.85; evolves from : ;122.84;;;
124.85; evolves from : ;238.84;;;
149.85; evolves from : ;148.84;147.84;;
160.85; evolves from : ;158.84;;;
162.85; evolves from : ;161.84;;;
164.85; evolves from : ;163.84;;;
171.85; evolves from : ;170.84;;;
199.85; evolves from : ;79.84;;;
201.85; evolves from : ;201.84;;;
214.85; evolves from : ;214.84;;;
219.85; evolves from : ;218.84;;;
265.85; evolves from : ;111.84;;;
281.85; evolves from : ;280.84;279.84;;
295.85; evolves from : ;295.84;;;
299.85; evolves from : ;299.84;;;
333.85; evolves from : ;390.84;;;
334.85; evolves from : ;392.84;;;
337.85; evolves from : ;337.84;397.84;;
355.85; evolves from : ;404.84;;;
359.85; evolves from : ;406.84;;;
362.85; evolves from : ;411.84;;;
370.85; evolves from : ;370.84;;;
18.87; evolves from : ;18.86;17.86;16.86;
45.87; evolves from : ;43.86;;;
55.87; evolves from : ;54.86;;;
57.87; evolves from : ;57.86;56.86;;
73.87; evolves from : ;73.86;72.86;;
76.87; evolves from : ;75.86;74.86;;
78.87; evolves from : ;77.86;;;
80.87; evolves from : ;79.86;;;
87.87; evolves from : ;86.86;;;
89.87; evolves from : ;88.86;;;
91.87; evolves from : ;91.86;90.86;;
99.87; evolves from : ;99.86;98.86;;
101.87; evolves from : ;101.86;;;
106.87; evolves from : ;106.86;236.86;;
107.87; evolves from : ;107.86;236.86;;
130.87; evolves from : ;130.86;;;
134.87; evolves from : ;133.86;;;
135.87; evolves from : ;133.86;;;
136.87; evolves from : ;133.86;;;
143.87; evolves from : ;143.86;260.86;;
169.87; evolves from : ;42.86;41.86;;
171.87; evolves from : ;170.86;;;
182.87; evolves from : ;43.86;;;
189.87; evolves from : ;188.86;187.86;;
195.87; evolves from : ;194.86;;;
196.87; evolves from : ;133.86;;;
197.87; evolves from : ;133.86;;;
199.87; evolves from : ;79.86;;;
230.87; evolves from : ;117.86;116.86;;
237.87; evolves from : ;236.86;;;
263.87; evolves from : ;82.86;81.86;;
267.87; evolves from : ;239.86;;;
271.87; evolves from : ;133.86;;;
272.87; evolves from : ;133.86;;;
288.87; evolves from : ;285.86;;;
295.87; evolves from : ;295.86;;;
299.87; evolves from : ;298.86;;;
310.87; evolves from : ;310.86;;;
313.87; evolves from : ;311.86;;;
9.89; evolves from : ;8.88;;;
18.89; evolves from : ;17.88;16.88;;
26.89; evolves from : ;25.88;;;
40.89; evolves from : ;39.88;;;
49.89; evolves from : ;49.88;48.88;;
53.89; evolves from : ;52.88;;;
55.89; evolves from : ;54.88;;;
57.89; evolves from : ;56.88;;;
68.89; evolves from : ;66.88;;;
71.89; evolves from : ;70.88;69.88;;
73.89; evolves from : ;72.88;;;
76.89; evolves from : ;74.88;;;
80.89; evolves from : ;79.88;;;
83.89; evolves from : ;83.88;;;
87.89; evolves from : ;86.88;;;
89.89; evolves from : ;89.88;;;
91.89; evolves from : ;90.88;;;
103.89; evolves from : ;102.88;;;
136.89; evolves from : ;133.88;;;
160.89; evolves from : ;158.88;;;
169.89; evolves from : ;42.88;41.88;;
171.89; evolves from : ;170.88;;;
182.89; evolves from : ;44.88;43.88;;
185.89; evolves from : ;185.88;;;
196.89; evolves from : ;133.88;;;
199.89; evolves from : ;79.88;;;
230.89; evolves from : ;116.88;;;
266.89; evolves from : ;114.88;;;
271.89; evolves from : ;133.88;;;
272.89; evolves from : ;133.88;;;
288.89; evolves from : ;286.88;285.88;;
339.89; evolves from : ;133.88;;;
359.89; evolves from : ;407.88;;;
26.91; evolves from : ;25.90;;;
34.91; evolves from : ;32.90;;;
45.91; evolves from : ;43.90;;;
47.91; evolves from : ;47.90;46.90;;
55.91; evolves from : ;54.90;;;
80.91; evolves from : ;80.90;79.90;;
85.91; evolves from : ;84.90;;;
87.91; evolves from : ;86.90;;;
91.91; evolves from : ;91.90;;;
94.91; evolves from : ;94.90;;;
99.91; evolves from : ;98.90;;;
119.91; evolves from : ;119.90;;;
141.91; evolves from : ;140.90;;;
151.91; evolves from : ;151.90;;;
171.91; evolves from : ;171.90;170.90;;
182.91; evolves from : ;43.90;;;
189.91; evolves from : ;188.90;;;
211.91; evolves from : ;211.90;;;
222.91; evolves from : ;222.90;;;
230.91; evolves from : ;116.90;;;
267.91; evolves from : ;239.90;;;
9.94; evolves from : ;7.92;;;
12.94; evolves from : ;12.92;;;
24.94; evolves from : ;24.93;23.92;;
49.94; evolves from : ;49.93;;;
51.94; evolves from : ;50.92;;;
62.94; evolves from : ;61.92;;;
78.94; evolves from : ;78.92;77.92;;
83.94; evolves from : ;83.93;83.92;;
85.94; evolves from : ;85.92;84.92;;
91.94; evolves from : ;90.92;;;
97.94; evolves from : ;96.92;;;
103.94; evolves from : ;102.92;;;
105.94; evolves from : ;105.93;105.92;104.92;
127.94; evolves from : ;127.93;;;
130.94; evolves from : ;129.92;;;
132.94; evolves from : ;132.93;132.92;;
136.94; evolves from : ;133.92;;;
141.94; evolves from : ;141.93;141.92;140.92;
154.94; evolves from : ;154.92;;;
168.94; evolves from : ;168.92;;;
171.94; evolves from : ;170.92;;;
201.94; evolves from : ;201.92;;;
213.94; evolves from : ;213.92;;;
219.94; evolves from : ;219.92;218.92;;
225.94; evolves from : ;225.93;;;
243.94; evolves from : ;243.92;;;
244.94; evolves from : ;244.92;;;
271.94; evolves from : ;133.92;;;
281.94; evolves from : ;279.92;;;
290.94; evolves from : ;290.92;;;
302.94; evolves from : ;302.92;301.92;;
326.94; evolves from : ;326.93;;;
329.94; evolves from : ;328.92;;;
331.94; evolves from : ;330.92;;;
332.94; evolves from : ;388.92;;;
334.94; evolves from : ;334.92;;;
340.94; evolves from : ;340.92;;;
355.94; evolves from : ;404.92;;;
358.94; evolves from : ;358.93;358.92;;
